Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                                                 <spontaneous>
[13]     0.1    0.05    0.00                 __fentry__ [13]
-----------------------------------------------
                                                 <spontaneous>
[14]     0.1    0.05    0.00                 _mcount_private [14]
-----------------------------------------------
                0.00    0.04  393216/393216      individual::operator=(individual const&) [16]
[15]     0.1    0.00    0.04  393216         individual::evolution(double, double, double, double) [15]
                0.00    0.04  393216/524300      double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [10]
                0.00    0.00  393216/524292      std::random_device::random_device(std::string const&) [366]
                0.00    0.00  393216/524292      std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [369]
                0.00    0.00  393216/524292      std::random_device::operator()() [367]
                0.00    0.00  393216/524292      std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::linear_congruential_engine(unsigned int) [371]
-----------------------------------------------
                0.00    0.04  131072/131072      landscape::reproduce(unsigned int) [3]
[16]     0.1    0.00    0.04  131072         individual::operator=(individual const&) [16]
                0.00    0.04  393216/393216      individual::evolution(double, double, double, double) [15]
-----------------------------------------------
                0.00    0.03 1048600/1048600     double std::generate_canonical<double, 53ull, std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [9]
[17]     0.0    0.00    0.03 1048600         std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::operator()() [17]
                0.01    0.02 1048600/1048600     unsigned int std::__detail::__mod<unsigned int, 2147483647u, 16807u, 0u>(unsigned int) [18]
-----------------------------------------------
                0.01    0.02 1048600/1048600     std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::operator()() [17]
[18]     0.0    0.01    0.02 1048600         unsigned int std::__detail::__mod<unsigned int, 2147483647u, 16807u, 0u>(unsigned int) [18]
                0.02    0.00 1048600/1048600     std::__detail::_Mod<unsigned int, 2147483647u, 16807u, 0u, false, true>::__calc(unsigned int) [20]
-----------------------------------------------
                                                 <spontaneous>
[19]     0.0    0.03    0.00                 __logl_internal [19]
-----------------------------------------------
                0.02    0.00 1048600/1048600     unsigned int std::__detail::__mod<unsigned int, 2147483647u, 16807u, 0u>(unsigned int) [18]
[20]     0.0    0.02    0.00 1048600         std::__detail::_Mod<unsigned int, 2147483647u, 16807u, 0u, false, true>::__calc(unsigned int) [20]
-----------------------------------------------
                                                 <spontaneous>
[21]     0.0    0.02    0.00                 __quorem_D2A [21]
-----------------------------------------------
                0.00    0.00       3/524303      std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_check_len(unsigned long long, char const*) const [33]
                0.01    0.00  524300/524303      double std::generate_canonical<double, 53ull, std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [9]
[22]     0.0    0.01    0.00  524303         unsigned long long const& std::max<unsigned long long>(unsigned long long const&, unsigned long long const&) [22]
-----------------------------------------------
                0.00    0.00       8/327686      landscape::speciation(unsigned int) [31]
                0.00    0.00   65536/327686      landscape::initialize(int, int, int) [29]
                0.01    0.00  262142/327686      landscape::reproduce(unsigned int) [3]
[23]     0.0    0.01    0.00  327686         species::updateMean() [23]
-----------------------------------------------
                                                 <spontaneous>
[24]     0.0    0.01    0.00                 std::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [24]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.0    0.01    0.00                 std::__num_base::_S_format_float(std::ios_base const&, char*, char) [25]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.0    0.01    0.00                 __Bfree_D2A [26]
-----------------------------------------------
                                                 <spontaneous>
[27]     0.0    0.01    0.00                 __fu1__get_output_format [27]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[28]     0.0    0.00    0.00       1         model::model(int, int, int, bool, bool, int) [28]
                0.00    0.00       1/1           landscape::landscape(int, int, int, bool, bool, int) [30]
-----------------------------------------------
                0.00    0.00       1/1           landscape::landscape(int, int, int, bool, bool, int) [30]
[29]     0.0    0.00    0.00       1         landscape::initialize(int, int, int) [29]
                0.00    0.00   65536/327686      species::updateMean() [23]
                0.00    0.00   65536/196612      species::sumMean(double, double, double) [374]
                0.00    0.00       1/65538       std::pair<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_pair<int, int>(int&&, int&&) [388]
                0.00    0.00       1/65542       species::species(unsigned long long, unsigned long long, unsigned long long, std::pair<int, int>) [380]
                0.00    0.00       1/6           phylogeny::updatePhylogeny(species*) [448]
-----------------------------------------------
                0.00    0.00       1/1           model::model(int, int, int, bool, bool, int) [28]
[30]     0.0    0.00    0.00       1         landscape::landscape(int, int, int, bool, bool, int) [30]
                0.00    0.00       1/1           landscape::initialize(int, int, int) [29]
                0.00    0.00   65536/65536       individual::individual() [389]
                0.00    0.00       1/1           phylogeny::phylogeny() [537]
-----------------------------------------------
                0.00    0.00       2/2           model::update(unsigned int) [2]
[31]     0.0    0.00    0.00       2         landscape::speciation(unsigned int) [31]
                0.00    0.00      12/524300      double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [10]
                0.00    0.00       8/327686      species::updateMean() [23]
                0.00    0.00       4/4           std::vector<unsigned long long, std::allocator<unsigned long long> >::push_back(unsigned long long const&) [32]
                0.00    0.00       4/524292      std::random_device::random_device(std::string const&) [366]
                0.00    0.00       4/524292      std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [369]
                0.00    0.00       4/524292      std::random_device::operator()() [367]
                0.00    0.00       4/524292      std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::linear_congruential_engine(unsigned int) [371]
                0.00    0.00       4/131074      species::decMean(double, double, double) [375]
                0.00    0.00       4/22          species::get_species_ID() [412]
                0.00    0.00       4/66053       std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [377]
                0.00    0.00       4/65542       species::species(unsigned long long, unsigned long long, unsigned long long, std::pair<int, int>) [380]
                0.00    0.00       4/196612      species::sumMean(double, double, double) [374]
                0.00    0.00       4/6           phylogeny::updatePhylogeny(species*) [448]
-----------------------------------------------
                0.00    0.00       4/4           landscape::speciation(unsigned int) [31]
[32]     0.0    0.00    0.00       4         std::vector<unsigned long long, std::allocator<unsigned long long> >::push_back(unsigned long long const&) [32]
                0.00    0.00       3/3           void std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_emplace_back_aux<unsigned long long const&>(unsigned long long const&) [34]
                0.00    0.00       1/4           decltype (_S_construct({parm#1}, {parm#2}, (forward<unsigned long long const&>)({parm#3}))) std::allocator_traits<std::allocator<unsigned long long> >::construct<unsigned long long, unsigned long long const&>(std::allocator<unsigned long long>&, unsigned long long*, unsigned long long const&) [481]
-----------------------------------------------
                0.00    0.00       3/3           void std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_emplace_back_aux<unsigned long long const&>(unsigned long long const&) [34]
[33]     0.0    0.00    0.00       3         std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_check_len(unsigned long long, char const*) const [33]
                0.00    0.00       3/524303      unsigned long long const& std::max<unsigned long long>(unsigned long long const&, unsigned long long const&) [22]
                0.00    0.00      12/29          std::vector<unsigned long long, std::allocator<unsigned long long> >::size() const [406]
                0.00    0.00       6/6           std::vector<unsigned long long, std::allocator<unsigned long long> >::max_size() const [452]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<unsigned long long, std::allocator<unsigned long long> >::push_back(unsigned long long const&) [32]
[34]     0.0    0.00    0.00       3         void std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_emplace_back_aux<unsigned long long const&>(unsigned long long const&) [34]
                0.00    0.00       3/3           std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_check_len(unsigned long long, char const*) const [33]
                0.00    0.00       6/6           std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_get_Tp_allocator() [454]
                0.00    0.00       3/3           std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_allocate(unsigned long long) [485]
                0.00    0.00       3/15          unsigned long long const& std::forward<unsigned long long const&>(std::remove_reference<unsigned long long const&>::type&) [425]
                0.00    0.00       3/29          std::vector<unsigned long long, std::allocator<unsigned long long> >::size() const [406]
                0.00    0.00       3/4           decltype (_S_construct({parm#1}, {parm#2}, (forward<unsigned long long const&>)({parm#3}))) std::allocator_traits<std::allocator<unsigned long long> >::construct<unsigned long long, unsigned long long const&>(std::allocator<unsigned long long>&, unsigned long long*, unsigned long long const&) [481]
                0.00    0.00       3/3           unsigned long long* std::__uninitialized_move_if_noexcept_a<unsigned long long*, unsigned long long*, std::allocator<unsigned long long> >(unsigned long long*, unsigned long long*, unsigned long long*, std::allocator<unsigned long long>&) [492]
                0.00    0.00       3/3           void std::_Destroy<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, std::allocator<unsigned long long>&) [495]
                0.00    0.00       3/3           std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_deallocate(unsigned long long*, unsigned long long) [486]
-----------------------------------------------
                0.00    0.00 1572900/1572900     double std::generate_canonical<double, 53ull, std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [9]
[357]    0.0    0.00    0.00 1572900         std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::min() [357]
-----------------------------------------------
                0.00    0.00 1572876/1572876     unsigned int std::__detail::__mod<unsigned int, 2147483647u, 1u, 0u>(unsigned int) [359]
[358]    0.0    0.00    0.00 1572876         std::__detail::_Mod<unsigned int, 2147483647u, 1u, 0u, true, true>::__calc(unsigned int) [358]
-----------------------------------------------
                0.00    0.00 1572876/1572876     std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::seed(unsigned int) [370]
[359]    0.0    0.00    0.00 1572876         unsigned int std::__detail::__mod<unsigned int, 2147483647u, 1u, 0u>(unsigned int) [359]
                0.00    0.00 1572876/1572876     std::__detail::_Mod<unsigned int, 2147483647u, 1u, 0u, true, true>::__calc(unsigned int) [358]
-----------------------------------------------
                0.00    0.00 1048600/1048600     double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&, std::uniform_real_distribution<double>::param_type const&) [11]
[360]    0.0    0.00    0.00 1048600         std::uniform_real_distribution<double>::param_type::a() const [360]
-----------------------------------------------
                0.00    0.00 1048600/1048600     double std::generate_canonical<double, 53ull, std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [9]
[361]    0.0    0.00    0.00 1048600         std::log(long double) [361]
-----------------------------------------------
                0.00    0.00  524300/524300      double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&, std::uniform_real_distribution<double>::param_type const&) [11]
[362]    0.0    0.00    0.00  524300         std::uniform_real_distribution<double>::param_type::b() const [362]
-----------------------------------------------
                0.00    0.00  524300/524300      double std::generate_canonical<double, 53ull, std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [9]
[363]    0.0    0.00    0.00  524300         std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::max() [363]
-----------------------------------------------
                0.00    0.00  524300/524300      double std::uniform_real_distribution<double>::operator()<std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&, std::uniform_real_distribution<double>::param_type const&) [11]
[364]    0.0    0.00    0.00  524300         std::__detail::_Adaptor<std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>, double>::_Adaptor(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [364]
-----------------------------------------------
                0.00    0.00  524300/524300      double std::generate_canonical<double, 53ull, std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u> >(std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>&) [9]
[365]    0.0    0.00    0.00  524300         unsigned long long const& std::min<unsigned long long>(unsigned long long const&, unsigned long long const&) [365]
-----------------------------------------------
                0.00    0.00       4/524292      landscape::speciation(unsigned int) [31]
                0.00    0.00  131072/524292      multiNom::multinomialDraw(double*, int) [8]
                0.00    0.00  393216/524292      individual::evolution(double, double, double, double) [15]
[366]    0.0    0.00    0.00  524292         std::random_device::random_device(std::string const&) [366]
-----------------------------------------------
                0.00    0.00       4/524292      landscape::speciation(unsigned int) [31]
                0.00    0.00  131072/524292      multiNom::multinomialDraw(double*, int) [8]
                0.00    0.00  393216/524292      individual::evolution(double, double, double, double) [15]
[367]    0.0    0.00    0.00  524292         std::random_device::operator()() [367]
-----------------------------------------------
                0.00    0.00  524292/524292      std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [369]
[368]    0.0    0.00    0.00  524292         std::uniform_real_distribution<double>::param_type::param_type(double, double) [368]
-----------------------------------------------
                0.00    0.00       4/524292      landscape::speciation(unsigned int) [31]
                0.00    0.00  131072/524292      multiNom::multinomialDraw(double*, int) [8]
                0.00    0.00  393216/524292      individual::evolution(double, double, double, double) [15]
[369]    0.0    0.00    0.00  524292         std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [369]
                0.00    0.00  524292/524292      std::uniform_real_distribution<double>::param_type::param_type(double, double) [368]
-----------------------------------------------
                0.00    0.00  524292/524292      std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::linear_congruential_engine(unsigned int) [371]
[370]    0.0    0.00    0.00  524292         std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::seed(unsigned int) [370]
                0.00    0.00 1572876/1572876     unsigned int std::__detail::__mod<unsigned int, 2147483647u, 1u, 0u>(unsigned int) [359]
-----------------------------------------------
                0.00    0.00       4/524292      landscape::speciation(unsigned int) [31]
                0.00    0.00  131072/524292      multiNom::multinomialDraw(double*, int) [8]
                0.00    0.00  393216/524292      individual::evolution(double, double, double, double) [15]
[371]    0.0    0.00    0.00  524292         std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::linear_congruential_engine(unsigned int) [371]
                0.00    0.00  524292/524292      std::linear_congruential_engine<unsigned int, 16807u, 0u, 2147483647u>::seed(unsigned int) [370]
-----------------------------------------------
                0.00    0.00  131076/394250      std::pair<int, int>::pair<int, int, void>(int&&, int&&) [387]
                0.00    0.00  131076/394250      std::pair<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_pair<int, int>(int&&, int&&) [388]
                0.00    0.00  132098/394250      std::pair<int, int>::operator=(std::pair<int, int>&&) [379]
[372]    0.0    0.00    0.00  394250         int&& std::forward<int>(std::remove_reference<int>::type&) [372]
-----------------------------------------------
                0.00    0.00  132106/264212      std::pair<int, int>::pair<int&, int&, void>(int&, int&) [376]
                0.00    0.00  132106/264212      std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [377]
[373]    0.0    0.00    0.00  264212         int& std::forward<int&>(std::remove_reference<int&>::type&) [373]
-----------------------------------------------
                0.00    0.00       4/196612      landscape::speciation(unsigned int) [31]
                0.00    0.00   65536/196612      landscape::initialize(int, int, int) [29]
                0.00    0.00  131072/196612      landscape::reproduce(unsigned int) [3]
[374]    0.0    0.00    0.00  196612         species::sumMean(double, double, double) [374]
-----------------------------------------------
                0.00    0.00       4/131074      landscape::speciation(unsigned int) [31]
                0.00    0.00  131070/131074      landscape::reproduce(unsigned int) [3]
[375]    0.0    0.00    0.00  131074         species::decMean(double, double, double) [375]
-----------------------------------------------
                0.00    0.00   66053/66053       std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [377]
[376]    0.0    0.00    0.00   66053         std::pair<int, int>::pair<int&, int&, void>(int&, int&) [376]
                0.00    0.00  132106/264212      int& std::forward<int&>(std::remove_reference<int&>::type&) [373]
-----------------------------------------------
                0.00    0.00       4/66053       landscape::speciation(unsigned int) [31]
                0.00    0.00   66049/66053       landscape::get_dimensions() [378]
[377]    0.0    0.00    0.00   66053         std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [377]
                0.00    0.00  132106/264212      int& std::forward<int&>(std::remove_reference<int&>::type&) [373]
                0.00    0.00   66053/66053       std::pair<int, int>::pair<int&, int&, void>(int&, int&) [376]
-----------------------------------------------
                0.00    0.00   66049/66049       model::getclimate() [530]
[378]    0.0    0.00    0.00   66049         landscape::get_dimensions() [378]
                0.00    0.00   66049/66053       std::pair<std::__decay_and_strip<int&>::__type, std::__decay_and_strip<int&>::__type> std::make_pair<int&, int&>(int&, int&) [377]
                0.00    0.00   66049/66049       std::pair<int, int>::operator=(std::pair<int, int>&&) [379]
-----------------------------------------------
                0.00    0.00   66049/66049       landscape::get_dimensions() [378]
[379]    0.0    0.00    0.00   66049         std::pair<int, int>::operator=(std::pair<int, int>&&) [379]
                0.00    0.00  132098/394250      int&& std::forward<int>(std::remove_reference<int>::type&) [372]
-----------------------------------------------
                0.00    0.00       1/65542       phylogeny::writePhylogeny(unsigned long long, unsigned int) [535]
                0.00    0.00       1/65542       landscape::initialize(int, int, int) [29]
                0.00    0.00       4/65542       landscape::speciation(unsigned int) [31]
                0.00    0.00   65536/65542       individual::individual() [389]
[380]    0.0    0.00    0.00   65542         species::species(unsigned long long, unsigned long long, unsigned long long, std::pair<int, int>) [380]
                0.00    0.00   65542/65542       std::vector<unsigned long long, std::allocator<unsigned long long> >::vector() [386]
                0.00    0.00   65542/65542       std::pair<int, int>::operator=(std::pair<int, int> const&) [385]
-----------------------------------------------
                0.00    0.00   65542/65542       std::allocator<unsigned long long>::allocator() [382]
[381]    0.0    0.00    0.00   65542         __gnu_cxx::new_allocator<unsigned long long>::new_allocator() [381]
-----------------------------------------------
                0.00    0.00   65542/65542       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl() [383]
[382]    0.0    0.00    0.00   65542         std::allocator<unsigned long long>::allocator() [382]
                0.00    0.00   65542/65542       __gnu_cxx::new_allocator<unsigned long long>::new_allocator() [381]
-----------------------------------------------
                0.00    0.00   65542/65542       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base() [384]
[383]    0.0    0.00    0.00   65542         std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl() [383]
                0.00    0.00   65542/65542       std::allocator<unsigned long long>::allocator() [382]
-----------------------------------------------
                0.00    0.00   65542/65542       std::vector<unsigned long long, std::allocator<unsigned long long> >::vector() [386]
[384]    0.0    0.00    0.00   65542         std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base() [384]
                0.00    0.00   65542/65542       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl() [383]
-----------------------------------------------
                0.00    0.00   65542/65542       species::species(unsigned long long, unsigned long long, unsigned long long, std::pair<int, int>) [380]
[385]    0.0    0.00    0.00   65542         std::pair<int, int>::operator=(std::pair<int, int> const&) [385]
-----------------------------------------------
                0.00    0.00   65542/65542       species::species(unsigned long long, unsigned long long, unsigned long long, std::pair<int, int>) [380]
[386]    0.0    0.00    0.00   65542         std::vector<unsigned long long, std::allocator<unsigned long long> >::vector() [386]
                0.00    0.00   65542/65542       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base() [384]
-----------------------------------------------
                0.00    0.00   65538/65538       std::pair<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_pair<int, int>(int&&, int&&) [388]
[387]    0.0    0.00    0.00   65538         std::pair<int, int>::pair<int, int, void>(int&&, int&&) [387]
                0.00    0.00  131076/394250      int&& std::forward<int>(std::remove_reference<int>::type&) [372]
-----------------------------------------------
                0.00    0.00       1/65538       phylogeny::writePhylogeny(unsigned long long, unsigned int) [535]
                0.00    0.00       1/65538       landscape::initialize(int, int, int) [29]
                0.00    0.00   65536/65538       individual::individual() [389]
[388]    0.0    0.00    0.00   65538         std::pair<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_pair<int, int>(int&&, int&&) [388]
                0.00    0.00  131076/394250      int&& std::forward<int>(std::remove_reference<int>::type&) [372]
                0.00    0.00   65538/65538       std::pair<int, int>::pair<int, int, void>(int&&, int&&) [387]
-----------------------------------------------
                0.00    0.00   65536/65536       landscape::landscape(int, int, int, bool, bool, int) [30]
[389]    0.0    0.00    0.00   65536         individual::individual() [389]
                0.00    0.00   65536/65538       std::pair<std::__decay_and_strip<int>::__type, std::__decay_and_strip<int>::__type> std::make_pair<int, int>(int&&, int&&) [388]
                0.00    0.00   65536/65542       species::species(unsigned long long, unsigned long long, unsigned long long, std::pair<int, int>) [380]
-----------------------------------------------
                0.00    0.00   65536/65536       landscape::~landscape() [534]
[390]    0.0    0.00    0.00   65536         individual::~individual() [390]
-----------------------------------------------
                0.00    0.00      34/126         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_S_key(std::_Rb_tree_node_base const*) [402]
                0.00    0.00      92/126         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long long const, species*> > const*) [393]
[391]    0.0    0.00    0.00     126         std::_Select1st<std::pair<unsigned long long const, species*> >::operator()(std::pair<unsigned long long const, species*> const&) const [391]
-----------------------------------------------
                0.00    0.00       5/126         std::_Rb_tree_iterator<std::pair<unsigned long long const, species*> > std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_insert_<std::pair<unsigned long long, species*> >(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<unsigned long long, species*>&&) [464]
                0.00    0.00      10/126         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_get_insert_equal_pos(unsigned long long const&) [470]
                0.00    0.00      29/126         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::find(unsigned long long const&) [409]
                0.00    0.00      82/126         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*, std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*, unsigned long long const&) [407]
[392]    0.0    0.00    0.00     126         std::less<unsigned long long>::operator()(unsigned long long const&, unsigned long long const&) const [392]
-----------------------------------------------
                0.00    0.00      10/92          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_get_insert_equal_pos(unsigned long long const&) [470]
                0.00    0.00      82/92          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*, std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*, unsigned long long const&) [407]
[393]    0.0    0.00    0.00      92         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long long const, species*> > const*) [393]
                0.00    0.00      92/92          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned long long const, species*> > const*) [394]
                0.00    0.00      92/126         std::_Select1st<std::pair<unsigned long long const, species*> >::operator()(std::pair<unsigned long long const, species*> const&) const [391]
-----------------------------------------------
                0.00    0.00      92/92          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long long const, species*> > const*) [393]
[394]    0.0    0.00    0.00      92         std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned long long const, species*> > const*) [394]
-----------------------------------------------
                0.00    0.00       6/64          std::_Rb_tree_iterator<std::pair<unsigned long long const, species*> > std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_insert_<std::pair<unsigned long long, species*> >(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::pair<unsigned long long, species*>&&) [464]
                0.00    0.00      29/64          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*, std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*, unsigned long long const&) [407]
                0.00    0.00      29/64          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::end() [408]
[395]    0.0    0.00    0.00      64         std::_Rb_tree_iterator<std::pair<unsigned long long const, species*> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*) [395]
-----------------------------------------------
                0.00    0.00       2/52          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_get_insert_equal_pos(unsigned long long const&) [470]
                0.00    0.00       6/52          std::_Rb_tree<unsigned long long, std::pair<unsigned long long const, species*>, std::_Select1st<std::pair<unsigned long long const, species*> >, std::less<unsigned long long>, std::allocator<std::pair<unsigned long long const, species*> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long long const, species*> >*) [548]
